kernel,source,source_token,standalone_c,fixture_scalar_types,fixture_shape_macros,operation_summary,reviewed_semantic_family,current_match,current_match_scope,linalg_ops,residual_loops,closest_library,closest_api,relationship,whole_kernel_coverage,semantic_constraints,rank_layout_constraints,required_compiler_work,confidence,priority,notes,evidence_url,alternative_libraries,current_backend_support,compiler_gap_class
aten_avg_pool3d,aten/src/ATen/native/AveragePool3d.cpp,avg_pool3d,issues/aten_c_kernels/aten_avg_pool3d.c,float,B=2; C=3; D=8; H=8; W=8,pooling: avg_pool3d,pooling,,NONE,2,0,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_avg_pool3d_backward_cpu,aten/src/ATen/native/cpu/AvgPoolKernel.cpp,avg_pool3d_backward_kernel_impl,issues/aten_c_kernels/aten_avg_pool3d_backward_cpu.c,float,B=1; C=2; I0=6; O0=(I0; I1=7; O1=(I1; I2=8; O2=(I2,pooling: avg_pool3d_backward_kernel_impl,pooling,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,2,0,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,preserve current partial match and partition residual graph; then pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,GRAPH_PARTITION_RESIDUAL_THEN_LIBRARY_LOWERING
aten_avg_pool3d_cpu,aten/src/ATen/native/cpu/AvgPoolKernel.cpp,avg_pool3d_kernel_impl,issues/aten_c_kernels/aten_avg_pool3d_cpu.c,float,B=1; C=2; I0=6; O0=(I0; I1=7; O1=(I1; I2=8; O2=(I2,pooling: avg_pool3d_kernel_impl,pooling,,NONE,4,6,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,finish raising residual loops; then pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_batch_norm_backward_cpu,aten/src/ATen/native/cpu/batch_norm_kernel.cpp,batch_norm_cpu_backward_kernel,issues/aten_c_kernels/aten_batch_norm_backward_cpu.c,float,B=4; C=8; S=32,normalization: batch_norm_backward_kernel,normalization,,NONE,2,2,cuDNN,Batch/Layer/Group normalization graph,EXACT_GRAPH_IF_SUPPORTED,whole for supported normalization; otherwise normalization stages,"epsilon, training/inference, saved statistics, unbiased variance and backward outputs",cuDNN normalization layout/type/alignment restrictions,finish raising residual loops; then normalization semantic matcher + cuDNN graph-plan backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_batch_norm_backward_template_cpu,aten/src/ATen/native/Normalization.cpp,batch_norm_backward_cpu_template,issues/aten_c_kernels/aten_batch_norm_backward_template_cpu.c,float,N=8; C=16; H=16; W=16,normalization: batch_norm_backward_template,normalization,,NONE,4,3,cuDNN,Batch/Layer/Group normalization graph,EXACT_GRAPH_IF_SUPPORTED,whole for supported normalization; otherwise normalization stages,"epsilon, training/inference, saved statistics, unbiased variance and backward outputs",cuDNN normalization layout/type/alignment restrictions,finish raising residual loops; then normalization semantic matcher + cuDNN graph-plan backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_batch_norm_collect_stats_cpu,aten/src/ATen/native/cpu/batch_norm_kernel.cpp,batch_norm_cpu_collect_stats_kernel,issues/aten_c_kernels/aten_batch_norm_collect_stats_cpu.c,float,B=4; C=8; S=32,normalization: batch_norm_collect_stats_kernel,normalization,,NONE,2,1,cuDNN,Batch/Layer/Group normalization graph,SUBSET_WITH_CONSTRAINTS,whole for supported normalization; otherwise normalization stages,"epsilon, training/inference, saved statistics, unbiased variance and backward outputs",cuDNN normalization layout/type/alignment restrictions,finish raising residual loops; then normalization semantic matcher + cuDNN graph-plan backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_batch_norm_cpu_entry,aten/src/ATen/native/Normalization.cpp,batch_norm_cpu,issues/aten_c_kernels/aten_batch_norm_cpu_entry.c,float,N=2048,pointwise_reduction_formula: batch_norm,pointwise_reduction_formula,,NONE,1,0,cuDNN,pointwise operations + reduction operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if graph accepted,"body operations, NaN policy, reduction identity and reassociation must match",cuDNN supported modes/types/layout/alignment; fusion engines do not accept every arbitrary graph,extract expression DAG + graph legality/cost check + cuDNN plan lowering,HIGH,MEDIUM,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_batch_norm_stats_cpu,aten/src/ATen/native/Normalization.cpp,batch_norm_cpu_update_stats_template,issues/aten_c_kernels/aten_batch_norm_stats_cpu.c,float,N=8; C=16; H=16; W=16,normalization: batch_norm_update_stats_template,normalization,,NONE,2,1,cuDNN,Batch/Layer/Group normalization graph,SUBSET_WITH_CONSTRAINTS,whole for supported normalization; otherwise normalization stages,"epsilon, training/inference, saved statistics, unbiased variance and backward outputs",cuDNN normalization layout/type/alignment restrictions,finish raising residual loops; then normalization semantic matcher + cuDNN graph-plan backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_batch_norm_transform_cpu,aten/src/ATen/native/Normalization.cpp,batch_norm_cpu_transform_input_template,issues/aten_c_kernels/aten_batch_norm_transform_cpu.c,float,N=8; C=16; H=16; W=16,normalization: batch_norm_transform_input_template,normalization,,NONE,1,0,cuDNN,Batch/Layer/Group normalization graph,EXACT_GRAPH_IF_SUPPORTED,whole for supported normalization; otherwise normalization stages,"epsilon, training/inference, saved statistics, unbiased variance and backward outputs",cuDNN normalization layout/type/alignment restrictions,normalization semantic matcher + cuDNN graph-plan backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_bernoulli_scalar_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,bernoulli_scalar_kernel,issues/aten_c_kernels/aten_bernoulli_scalar_cpu.c,float,N=4096,random_distribution: bernoulli_scalar_kernel,random_distribution,,NONE,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_bernoulli_tensor_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,bernoulli_tensor_kernel,issues/aten_c_kernels/aten_bernoulli_tensor_cpu.c,float,N=4096,random_distribution: bernoulli_tensor_kernel,random_distribution,,NONE,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_bessel_j0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_j0_kernel,issues/aten_c_kernels/aten_bessel_j0.c,float,N=4096,special_function: bessel_j0_kernel,special_function,,NONE,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_bessel_j1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_j1_kernel,issues/aten_c_kernels/aten_bessel_j1.c,float,N=4096,special_function: bessel_j1_kernel,special_function,,NONE,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_bessel_y0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_y0_kernel,issues/aten_c_kernels/aten_bessel_y0.c,float,N=4096,special_function: bessel_y0_kernel,special_function,,NONE,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_bessel_y1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_y1_kernel,issues/aten_c_kernels/aten_bessel_y1.c,float,N=4096,special_function: bessel_y1_kernel,special_function,,NONE,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_bilinear_cpu,aten/src/ATen/native/Linear.cpp,bilinear,issues/aten_c_kernels/aten_bilinear_cpu.c,float,B=8; I=16; J=20; O=24,tensor_contraction: bilinear,tensor_contraction,memset_zero_2D_f32,PARTIAL_STAGE_ONLY,2,0,cuTENSOR,cutensorCreateContraction,EXACT_CONFIGURED_PRIMITIVE,whole,multiply-add reduction; alpha/beta and reassociation policy,modes/extents/strides express the affine accesses; real or complex supported types,preserve current partial match and partition residual graph; then iterator-count-independent contraction recognition + generic descriptor lowering,HIGH,HIGHEST,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,cuTensorNet for larger contraction networks; cuBLAS when flattenable to GEMM,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,GRAPH_PARTITION_RESIDUAL_THEN_LIBRARY_LOWERING
aten_binary_cross_entropy,aten/src/ATen/native/Loss.cpp,binary_cross_entropy,issues/aten_c_kernels/aten_binary_cross_entropy.c,float,N=256,loss: binary_cross_entropy,loss,,NONE,1,0,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_binary_search_strided_rightmost_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,binary_search_strided_rightmost,issues/aten_c_kernels/aten_binary_search_strided_rightmost_cpu.c,int,N=512; Q=128,search: binary_search_strided_rightmost,search,,NONE,0,2,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_bincount_cpu,aten/src/ATen/native/SummaryOps.cpp,_bincount_cpu_template,issues/aten_c_kernels/aten_bincount_cpu.c,float/int,N=1024; B=64,histogram_count: _bincount_template,histogram_count,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,1,1,CUB/Thrust,DeviceHistogram or DeviceReduce,SUBSET_WITH_CONSTRAINTS,whole for supported binning/reduction,"bin-edge inclusivity, out-of-range/NaN handling and weighted/multidimensional bins",supported sample/bin types; histogramdd may require linearized keys,finish raising residual loops; then histogram matcher + CUB backend + semantic guards,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_binomial_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_binomial_cpu,issues/aten_c_kernels/aten_binomial_transform_cpu.c,float/int,N=1024; T=32,random_distribution: _s_binomial,random_distribution,,NONE,0,2,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,finish raising residual loops; then RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_bitwise_and_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_and_kernel,issues/aten_c_kernels/aten_bitwise_and_i32.c,int,N=4096,integer_pointwise: bitwise_and_kernel,integer_pointwise,,NONE,1,0,NPP,signal logical/shift primitives,SUBSET_WITH_CONSTRAINTS,whole only for flat supported integer signals,"signed shifts, overflow and scalar-vs-vector operands must agree",NPP fixed integer types and contiguous 1D signal representation,layout/type specialization + NPP wrapper; retain nonmatching cases,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_bitwise_not_i32,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bitwise_not_kernel,issues/aten_c_kernels/aten_bitwise_not_i32.c,int,N=4096,integer_pointwise: bitwise_not_kernel,integer_pointwise,,NONE,1,0,NPP,signal logical/shift primitives,SUBSET_WITH_CONSTRAINTS,whole only for flat supported integer signals,"signed shifts, overflow and scalar-vs-vector operands must agree",NPP fixed integer types and contiguous 1D signal representation,layout/type specialization + NPP wrapper; retain nonmatching cases,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_bitwise_or_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_or_kernel,issues/aten_c_kernels/aten_bitwise_or_i32.c,int,N=4096,integer_pointwise: bitwise_or_kernel,integer_pointwise,,NONE,1,0,NPP,signal logical/shift primitives,SUBSET_WITH_CONSTRAINTS,whole only for flat supported integer signals,"signed shifts, overflow and scalar-vs-vector operands must agree",NPP fixed integer types and contiguous 1D signal representation,layout/type specialization + NPP wrapper; retain nonmatching cases,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_bitwise_xor_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_xor_kernel,issues/aten_c_kernels/aten_bitwise_xor_i32.c,int,N=4096,integer_pointwise: bitwise_xor_kernel,integer_pointwise,,NONE,1,0,NPP,signal logical/shift primitives,SUBSET_WITH_CONSTRAINTS,whole only for flat supported integer signals,"signed shifts, overflow and scalar-vs-vector operands must agree",NPP fixed integer types and contiguous 1D signal representation,layout/type specialization + NPP wrapper; retain nonmatching cases,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_blas_sum_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,sum,issues/aten_c_kernels/aten_blas_sum_cpu.c,float,N=1024,reduction: sum,reduction,,NONE,1,0,cuTENSOR,cutensorCreateReduction,EXACT_CONFIGURED_PRIMITIVE,whole,associative ADD/MUL/MIN/MAX and permitted reassociation; boolean/integer types are restricted,regular affine tensor modes and supported data/compute type,generic reduction matcher + cuTENSOR descriptor lowering,HIGH,HIGH,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
